ID,Nacimiento,Estado_Civil,Nivel_Educacion,Pais,Ingreso_anual_hogar,Hijos_menores,Hijos_adolescentes,Dias_antiguedad,Monto_Bebidas_Alcoholicas,Monto_Frutas_Verduras,Monto_Carnes,Monto_Pescaderia,Monto_Dulces,Monto_Productos_Premium
4828,1954,Divorciado_a,Graduado,Arabia_Saudita,"79865,0000",0,1,2630,71,99,278,185,121,38
92,1988,Soltero_a,Graduado,Canada,"34176,0000",1,0,2460,5,7,24,19,14,20
3312,1988,Soltero_a,Graduado,India,"34176,0000",1,0,2460,5,7,24,19,14,20
11176,1970,Convivencia,Doctorado,Canada,"65968,0000",0,1,2460,376,9,83,19,4,4
1446,1956,Soltero_a,Master,Arabia_Saudita,"86424,0000",0,0,2675,387,68,569,89,45,68
9699,1966,Divorciado_a,Graduado,Spain,"67272,0000",0,1,2809,357,35,271,28,28,14
9790,1957,Soltero_a,Graduado,Canada,"78499,0000",0,0,2837,912,72,170,47,36,97
2324,1972,Convivencia,Graduado,Spain,"77044,0000",0,1,2864,625,38,242,50,34,76
5080,1993,Soltero_a,Graduado,Montenegro,"70515,0000",0,0,2870,420,0,452,182,64,140
4992,1975,Convivencia,Master,Spain,"17459,0000",1,0,2902,6,4,16,3,10,30
7849,1970,Casado_a,Doctorado,Spain,"80336,0000",0,0,2912,209,19,456,160,142,66
4808,1956,Casado_a,Graduado,Spain,"15759,0000",0,0,3035,1,2,5,6,0,3
10401,1976,Convivencia,Graduado,Alemania,"26326,0000",0,0,3065,1,0,5,0,3,9
7793,1976,Convivencia,Graduado,Spain,"62061,0000",0,1,2921,641,7,84,0,30,38
9303,1976,Casado_a,Graduado,India,"5305,0000",0,1,2953,12,4,7,1,3,5
6853,1982,Soltero_a,Master,Australia,"75777,0000",0,0,3067,712,26,538,69,13,80
7366,1982,Soltero_a,Master,India,"75777,0000",0,0,3067,712,26,538,69,13,80
9780,1971,Convivencia,Master,Spain,"71499,0000",0,1,2988,465,25,132,136,0,37
7573,1978,Soltero_a,Doctorado,Alemania,"31626,0000",1,0,2886,39,1,9,2,1,34
1379,1992,Convivencia,Master,Arabia_Saudita,"42670,0000",0,0,3047,154,2,46,20,4,15
8923,1973,Soltero_a,Graduado,Spain,"83917,0000",0,0,3056,514,22,732,42,198,79
3547,1969,Convivencia,Master,Arabia_Saudita,"41021,0000",1,0,3165,14,7,9,6,16,12
8707,1956,Casado_a,Graduado,Spain,"79456,0000",0,0,3295,565,42,548,64,83,99
1891,1980,Divorciado_a,Master,Spain,"78789,0000",0,0,3309,667,50,850,21,83,83
6271,1952,Casado_a,Doctorado,Spain,"50870,0000",0,1,2629,53,0,8,0,0,2
9635,1983,Casado_a,Master,Spain,"35876,0000",0,0,2689,66,2,40,4,3,14
9727,1957,Casado_a,Graduado,Canada,"23539,0000",0,0,2740,4,24,11,16,1,25
6205,1967,Soltero_a,Master,Canada,"32557,0000",1,0,2744,34,3,29,0,4,10
10681,1970,Casado_a,Graduado,Spain,"62466,0000",0,1,2784,129,129,259,168,121,83
5156,1970,Casado_a,Graduado,Spain,"62466,0000",0,1,2784,129,129,259,168,121,83
3050,1966,Casado_a,Graduado,Spain,"54198,0000",1,1,2813,185,0,28,3,2,17
8164,1978,Casado_a,Doctorado,Arabia_Saudita,"82170,0000",0,0,2835,1023,93,651,49,55,37
5626,1964,Soltero_a,Doctorado,Spain,"61798,0000",0,0,2837,338,4,89,11,8,13
7600,1992,Soltero_a,Secundario,Canada,"15253,0000",1,0,2863,1,3,3,8,1,13
6406,1988,Casado_a,Master,Alemania,"78285,0000",0,0,2863,647,107,391,175,67,40
7002,1955,Soltero_a,Graduado,Spain,"62535,0000",0,1,3095,163,48,90,0,45,52
8234,1973,Convivencia,Secundario,Spain,"27190,0000",1,0,2937,1,6,7,0,1,3
6116,1968,Casado_a,Graduado,Spain,"48985,0000",0,1,3037,19,13,18,10,7,8
291,1970,Casado_a,Graduado,Arabia_Saudita,"72940,0000",0,0,2994,182,74,298,162,149,116
8779,1985,Casado_a,Graduado,USA,"36145,0000",1,0,2997,56,4,76,17,1,18
4931,1977,Convivencia,Graduado,Arabia_Saudita,"157146,0000",0,0,3045,1,0,1725,2,1,1
1650,1960,Casado_a,Master,Spain,"81843,0000",0,0,3052,779,86,537,34,69,138
9701,1988,Convivencia,Graduado,Canada,"41883,0000",1,0,3086,32,34,41,73,16,116
6431,1964,Casado_a,Doctorado,India,"45759,0000",1,1,3110,42,1,18,3,0,4
10789,1964,Casado_a,Doctorado,Spain,"45759,0000",1,1,3110,42,1,18,3,0,4
5302,1986,Convivencia,Graduado,Spain,"78394,0000",0,0,3118,298,27,697,216,24,166
4459,1989,Soltero_a,Graduado,Spain,"30279,0000",1,0,3165,10,4,14,4,4,1
10642,1989,Soltero_a,Graduado,Spain,"30279,0000",1,0,3165,10,4,14,4,4,1
9213,1970,Viudo_a,Graduado,Spain,"31880,0000",1,0,3225,4,1,5,2,0,3
3678,1973,Viudo_a,Graduado,Spain,"60208,0000",1,1,3338,488,23,71,15,0,59
3698,1983,Convivencia,Graduado,Spain,"78687,0000",0,0,3278,817,185,687,145,55,241
5929,1973,Casado_a,Doctorado,Spain,"37401,0000",1,0,2643,19,3,19,3,1,3
10795,1973,Casado_a,Doctorado,India,"37401,0000",1,0,2643,19,3,19,3,1,3
4390,1954,Convivencia,Graduado,Arabia_Saudita,"75315,0000",0,1,2694,459,15,171,142,23,31
9362,1965,Soltero_a,Graduado,Canada,"69263,0000",0,1,2676,492,5,32,13,5,21
1577,1946,Casado_a,Graduado,Spain,"78569,0000",0,0,2749,558,79,622,207,175,95
4609,1966,Casado_a,Doctorado,Spain,"57705,0000",0,1,2494,383,0,53,6,4,40
7143,1955,Convivencia,Graduado,Spain,"74805,0000",0,1,3002,209,162,209,41,162,37
1729,1961,Convivencia,Doctorado,Spain,"66426,0000",0,1,3123,1043,24,97,32,24,157
10664,1949,Viudo_a,Master,Spain,"51529,0000",0,1,2974,400,4,35,6,0,22
5029,1946,Casado_a,Graduado,Spain,"18100,0000",0,0,3005,3,1,2,4,3,1
10507,1977,Divorciado_a,Graduado,USA,"59601,0000",0,1,2958,691,7,69,0,7,23
3865,1977,Convivencia,Graduado,Canada,"20981,0000",0,0,3044,2,12,10,6,13,30
6982,1976,Casado_a,Graduado,India,"74068,0000",0,0,3086,783,30,537,140,76,15
7042,1983,Casado_a,Graduado,Spain,"36790,0000",0,0,3161,3,3,14,15,21,10
9668,1971,Casado_a,Graduado,Arabia_Saudita,"18793,0000",1,0,2829,4,16,20,0,17,20
6878,1954,Viudo_a,Graduado,Spain,"27421,0000",0,0,3183,43,12,96,78,40,55
4099,1972,Casado_a,Graduado,Spain,"30675,0000",1,0,3184,10,2,16,11,2,21
5031,1974,Convivencia,Graduado,Spain,"83145,0000",0,0,3264,777,35,731,39,137,114
1970,1968,Convivencia,Master,Spain,"34053,0000",0,1,3247,63,0,21,7,0,12
5726,1983,Soltero_a,Master,Arabia_Saudita,"31788,0000",1,0,2720,16,7,23,0,8,6
5231,1974,Casado_a,Graduado,Spain,"45894,0000",0,2,2741,27,2,7,0,2,13
1307,1978,Divorciado_a,Graduado,Spain,"41986,0000",0,1,2554,27,5,8,8,3,12
10609,1962,Casado_a,Doctorado,Canada,"42769,0000",0,1,2820,71,0,13,3,1,0
5782,1982,Convivencia,Graduado,Spain,"58582,0000",0,1,2893,402,35,106,101,77,42
7533,1964,Casado_a,Graduado,Canada,"49096,0000",1,1,2897,144,1,32,2,1,7
9493,1980,Soltero_a,Doctorado,Canada,"76412,0000",0,0,3039,840,53,804,23,71,17
2253,1990,Casado_a,Graduado,Spain,"18929,0000",0,0,3117,32,0,8,23,4,18
2326,1990,Casado_a,Graduado,Spain,"18929,0000",0,0,3117,32,0,8,23,4,18
1876,1990,Casado_a,Graduado,India,"18929,0000",0,0,3117,32,0,8,23,4,18
7141,1986,Soltero_a,Master,Spain,"21888,0000",1,0,3166,88,10,46,2,3,64
7393,1978,Convivencia,Graduado,Spain,"41580,0000",1,1,3244,56,5,24,4,0,3
4713,1979,Casado_a,Doctorado,Spain,"31605,0000",1,0,3203,74,0,42,2,1,6
5093,1974,Divorciado_a,Doctorado,Spain,"25509,0000",1,0,3268,40,3,30,10,7,11
8524,1974,Divorciado_a,Doctorado,Spain,"25509,0000",1,0,3268,40,3,30,10,7,11
3766,1959,Viudo_a,Master,Spain,"33051,0000",0,0,3301,100,71,243,108,94,219
9725,1966,Convivencia,Doctorado,Spain,"28764,0000",1,1,2673,8,0,3,0,0,1
8933,1983,Casado_a,Graduado,Canada,"32146,0000",1,0,2460,26,3,23,4,7,3
10779,1983,Soltero_a,Graduado,Spain,"22148,0000",0,0,2696,15,5,14,0,4,11
9289,1979,Casado_a,Graduado,Spain,"36781,0000",1,0,2522,29,1,17,0,3,13
2613,1960,Casado_a,Master,Spain,"54197,0000",0,1,2736,162,6,37,6,13,13
10133,1970,Soltero_a,Graduado,Canada,"93790,0000",0,0,2463,1302,68,731,89,114,45
8443,1972,Soltero_a,Graduado,Arabia_Saudita,"24762,0000",1,0,2524,6,10,12,3,15,40
10796,1984,Casado_a,Master,India,"30477,0000",1,0,2777,47,1,6,0,0,12
10241,1975,Divorciado_a,Graduado,Spain,"11448,0000",0,0,2815,0,0,0,6,2,6
3388,1967,Divorciado_a,Graduado,Alemania,"70844,0000",1,1,2861,129,26,67,3,67,2
6507,1980,Soltero_a,Graduado,Australia,"30828,0000",1,0,3064,16,11,15,2,0,12
7446,1967,Convivencia,Master,USA,"62513,0000",0,1,2912,520,42,98,0,42,14
87,1981,Casado_a,Graduado,Alemania,"27733,0000",1,0,2926,0,7,5,26,2,17
10477,1973,Convivencia,Doctorado,Spain,"39435,0000",1,0,3005,71,0,18,0,0,13
6072,1970,Soltero_a,Master,Spain,"75345,0000",0,0,3131,918,57,842,99,38,133
2518,1986,Convivencia,Graduado,Alemania,"20491,0000",0,0,3139,5,4,5,4,2,10
247,1971,Casado_a,Graduado,Spain,"36715,0000",1,0,3208,172,10,125,21,13,16
9463,1959,Convivencia,Graduado,Canada,"71706,0000",0,1,3212,931,56,253,91,98,14
1459,1966,Casado_a,Doctorado,Spain,"69063,0000",0,1,3337,666,35,124,69,8,26
9530,1988,Casado_a,Graduado,Arabia_Saudita,"24645,0000",1,0,3519,5,3,4,4,1,0
9653,1975,Casado_a,Graduado,Arabia_Saudita,"35797,0000",0,1,3240,27,1,14,4,1,21
10785,1969,Casado_a,Graduado,Arabia_Saudita,"44078,0000",1,1,2629,24,1,10,2,0,4
9392,1971,Soltero_a,Graduado,Spain,"26954,0000",1,0,2582,4,1,11,0,0,1
3769,1972,Convivencia,Doctorado,Australia,"52247,2514",1,0,2765,25,1,13,0,0,3
10146,1972,Convivencia,Doctorado,Australia,"38887,0000",1,0,2765,25,1,13,0,0,3
4741,1974,Casado_a,Graduado,Spain,"65463,0000",1,0,2769,391,32,70,21,32,16
1880,1959,Convivencia,Doctorado,India,"53537,0000",1,1,2769,81,0,6,0,0,6
6471,1971,Soltero_a,Master,Spain,"36230,0000",1,0,2874,14,2,30,8,2,3
5718,1950,Casado_a,Graduado,Arabia_Saudita,"80763,0000",0,0,2937,674,168,108,192,42,231
3478,1971,Casado_a,Doctorado,Canada,"60585,0000",1,1,2989,267,42,309,55,42,21
7848,1974,Soltero_a,Graduado,India,"49166,0000",0,1,3000,224,2,25,7,0,110
7999,1955,Convivencia,Doctorado,Spain,"75261,0000",0,0,3051,1239,17,413,23,34,17
11101,1991,Convivencia,Graduado,Australia,"89891,0000",0,0,3059,412,22,132,59,28,183
9212,1962,Casado_a,Master,Spain,"72828,0000",0,1,3119,1205,0,235,19,14,205
10983,1952,Convivencia,Graduado,Arabia_Saudita,"75278,0000",0,0,3135,304,98,230,150,74,74
3629,1978,Soltero_a,Graduado,Canada,"38557,0000",1,0,3176,76,3,31,4,4,27
4673,1963,Casado_a,Doctorado,Spain,"81300,0000",0,1,3226,1004,12,145,32,12,36
796,1965,Divorciado_a,Graduado,Canada,"60161,0000",0,1,3233,584,44,212,46,8,177
618,1977,Casado_a,Doctorado,Australia,"69389,0000",0,1,3258,422,7,238,69,46,15
380,1954,Divorciado_a,Graduado,Arabia_Saudita,"64497,0000",0,1,3247,1170,48,320,42,32,192
1092,1980,Casado_a,Graduado,India,"61014,0000",0,1,3217,269,129,495,182,43,29
8962,1975,Casado_a,Master,Arabia_Saudita,"44319,0000",1,1,2692,26,0,8,0,0,3
8207,1957,Casado_a,Graduado,Canada,"53233,0000",0,1,2722,28,0,9,3,0,0
6521,1954,Convivencia,Graduado,Arabia_Saudita,"77972,0000",0,0,2722,613,22,319,33,102,12
535,1987,Divorciado_a,Graduado,Alemania,"81361,0000",0,0,2743,163,23,424,27,65,76
4608,1987,Divorciado_a,Graduado,Arabia_Saudita,"81361,0000",0,0,2743,163,23,424,27,65,76
11086,1984,Soltero_a,Secundario,Spain,"25707,0000",1,0,2781,1,6,2,3,6,3
1064,1971,Casado_a,Doctorado,Spain,"42403,0000",1,0,2848,22,1,11,0,5,3
7000,1972,Soltero_a,Graduado,Alemania,"65704,0000",0,0,2878,279,172,74,38,8,246
1581,1980,Casado_a,Graduado,Spain,"37406,0000",1,0,2881,2,0,8,2,2,3
7384,1951,Convivencia,Master,Spain,"39767,0000",0,0,2962,113,61,204,34,26,47
10552,1979,Casado_a,Graduado,Spain,"54210,0000",0,1,3024,70,54,109,80,9,45
6409,1967,Divorciado_a,Graduado,Arabia_Saudita,"57136,0000",0,0,3026,267,140,599,34,12,127
9507,1975,Casado_a,Graduado,Spain,"40794,0000",0,1,2979,261,23,73,4,23,50
9560,1965,Convivencia,Graduado,Spain,"83003,0000",0,0,3102,856,61,570,40,25,122
10991,1960,Casado_a,Master,Canada,"89058,0000",0,0,3336,454,194,106,31,22,43
4712,1991,Convivencia,Graduado,Spain,"20193,0000",0,0,3197,8,8,22,24,11,9
11056,1974,Casado_a,Graduado,Spain,"72099,0000",0,0,3229,546,91,410,119,0,22
7414,1971,Casado_a,Graduado,Spain,"43824,0000",1,1,3271,96,1,42,12,3,32
3076,1975,Convivencia,Graduado,Australia,"66653,0000",1,1,3339,452,18,102,16,18,6
6355,1978,Casado_a,Graduado,Spain,"44359,0000",1,1,2631,20,0,14,7,3,1
7959,1961,Casado_a,Graduado,Spain,"79410,0000",0,0,2650,658,80,483,123,13,13
5512,1977,Casado_a,Master,Spain,"55842,0000",0,1,2656,451,0,39,0,4,24
10102,1966,Viudo_a,Graduado,Arabia_Saudita,"79946,0000",0,0,2460,395,183,565,166,141,28
9369,1979,Soltero_a,Graduado,Alemania,"88194,0000",0,1,2721,688,14,309,201,24,38
3711,1944,Casado_a,Master,Spain,"80184,0000",0,0,2796,1035,134,670,25,38,0
6931,1967,Divorciado_a,Graduado,Spain,"76982,0000",0,0,2753,464,151,292,65,60,30
9596,1980,Soltero_a,Doctorado,USA,"65295,0000",0,0,2807,365,32,117,34,110,6
2727,1973,Convivencia,Graduado,Arabia_Saudita,"57100,0000",0,0,3062,181,21,69,39,3,96
8416,1981,Casado_a,Graduado,USA,"29009,0000",1,0,2831,6,6,15,10,5,2
3967,1971,Casado_a,Doctorado,Canada,"78931,0000",0,0,2866,331,197,170,58,152,35
2139,1975,Casado_a,Master,Australia,"7500,0000",1,0,3123,3,1,10,3,2,12
2162,1976,Casado_a,Graduado,Spain,"56939,0000",0,1,2903,256,34,103,90,29,49
9242,1990,Soltero_a,Graduado,Arabia_Saudita,"64509,0000",0,0,2935,836,185,575,24,25,77
10595,1990,Casado_a,Graduado,Spain,"30093,0000",0,0,2945,2,6,28,13,4,16
4855,1974,Convivencia,Doctorado,USA,"30351,0000",1,0,3007,14,0,24,3,3,2
5049,1974,Convivencia,Doctorado,Spain,"30351,0000",1,0,3007,14,0,24,3,3,2
4967,1960,Convivencia,Doctorado,Arabia_Saudita,"38201,0000",0,1,3076,233,0,23,0,0,12
5255,1986,Soltero_a,Graduado,Australia,"52247,2514",1,0,3113,5,1,3,3,263,362
9215,1980,Casado_a,Doctorado,Canada,"43974,0000",1,0,3183,378,0,101,0,0,72
3525,1970,Convivencia,Graduado,Spain,"38200,0000",1,1,3336,12,0,4,0,0,1
3619,1960,Divorciado_a,Graduado,Australia,"87305,0000",0,0,3263,345,25,501,63,138,80
4415,1961,Casado_a,Graduado,Spain,"16860,0000",1,1,3186,10,4,4,3,3,14
3645,1972,Soltero_a,Doctorado,Spain,"27213,0000",1,0,3287,19,3,26,10,9,3
4692,1976,Casado_a,Graduado,Australia,"7500,0000",1,0,3522,7,0,12,13,7,32
3955,1965,Divorciado_a,Graduado,Arabia_Saudita,"4861,0000",0,0,2626,2,1,1,1,0,1
5313,1971,Casado_a,Master,Spain,"38196,0000",1,1,2691,30,0,11,0,0,3
7196,1950,Casado_a,Doctorado,Canada,"41145,0000",1,1,2585,9,0,3,0,0,1
1381,1982,Soltero_a,Doctorado,Spain,"38513,0000",1,0,2771,172,3,115,16,0,18
10951,1968,Casado_a,Graduado,Spain,"45688,0000",0,1,2774,279,0,18,0,0,9
4322,1958,Convivencia,Doctorado,Spain,"77863,0000",0,0,2833,881,38,319,16,25,12
7444,1969,Casado_a,Master,Spain,"42169,0000",1,1,2872,19,0,9,0,0,2
2942,1964,Soltero_a,Graduado,Spain,"45906,0000",0,1,2978,305,3,27,4,3,144
2874,1988,Divorciado_a,Graduado,Arabia_Saudita,"35388,0000",1,0,2980,6,4,7,4,3,8
3667,1969,Casado_a,Graduado,Alemania,"80952,0000",0,0,3105,778,178,689,41,27,44
3697,1954,Convivencia,Graduado,Canada,"39898,0000",0,1,2828,69,8,26,12,7,12
9955,1954,Convivencia,Graduado,Spain,"39898,0000",0,1,2828,69,8,26,12,7,12
5320,1973,Divorciado_a,Master,Arabia_Saudita,"44051,0000",1,1,3135,79,7,58,6,3,18
6422,1954,Casado_a,Graduado,India,"86718,0000",0,0,3147,344,189,482,50,33,172
3690,1986,Casado_a,Master,Spain,"80141,0000",0,0,2859,1184,102,673,52,40,40
2408,1976,Casado_a,Graduado,India,"58597,0000",1,1,3205,490,0,184,10,28,21
9260,1945,Casado_a,Doctorado,Canada,"70356,0000",0,0,3398,1349,16,249,43,16,33
9648,1967,Soltero_a,Graduado,Spain,"46904,0000",1,1,3459,153,4,56,0,9,31
4939,1946,Convivencia,Graduado,USA,"37760,0000",0,0,3286,84,5,38,150,12,28
8652,1946,Convivencia,Graduado,Arabia_Saudita,"37760,0000",0,0,3286,84,5,38,150,12,28
4702,1964,Soltero_a,Graduado,Spain,"61839,0000",0,0,3187,1000,155,379,224,17,120
2587,1972,Casado_a,Doctorado,Australia,"29791,0000",1,0,2664,14,0,6,0,0,0
2811,1963,Soltero_a,Doctorado,Spain,"48918,0000",1,1,2461,52,0,9,0,0,1
9150,1963,Soltero_a,Doctorado,Spain,"48918,0000",1,1,2461,52,0,9,0,0,1
10127,1965,Casado_a,Graduado,Canada,"58692,0000",0,1,2644,301,11,61,4,7,11
5493,1976,Casado_a,Graduado,Spain,"39356,0000",1,1,2721,15,0,2,0,0,6
2666,1972,Casado_a,Master,Canada,"76234,0000",0,1,2646,519,50,167,130,0,41
10099,1984,Casado_a,Graduado,Arabia_Saudita,"55434,0000",1,0,3034,238,115,215,169,69,76
10562,1946,Casado_a,Master,India,"66835,0000",0,0,2893,620,26,195,34,17,141
7881,1946,Casado_a,Master,Spain,"66835,0000",0,0,2893,620,26,195,34,17,141
6721,1951,Casado_a,Graduado,Canada,"71965,0000",0,1,2954,572,19,286,50,38,248
5204,1971,Convivencia,Graduado,Spain,"74538,0000",0,0,2984,380,98,733,110,112,28
5209,1954,Divorciado_a,Graduado,Arabia_Saudita,"50002,0000",0,1,2996,443,5,71,21,16,82
10128,1958,Convivencia,Graduado,Canada,"53977,0000",0,1,2946,620,16,165,0,24,82
9284,1958,Convivencia,Graduado,Spain,"53977,0000",0,1,2946,620,16,165,0,24,82
8643,1971,Convivencia,Graduado,India,"69930,0000",0,0,3018,252,98,827,219,70,196
1685,1967,Convivencia,Doctorado,Canada,"62981,0000",0,0,3088,796,14,590,38,44,0
2877,1974,Convivencia,Master,Arabia_Saudita,"46014,0000",1,1,3143,410,0,59,19,9,44
8369,1987,Convivencia,Graduado,Spain,"18227,0000",1,0,3306,1,2,7,4,3,11
6233,1976,Casado_a,Graduado,Spain,"65991,0000",0,1,3339,507,19,364,25,47,9
195,1972,Soltero_a,Graduado,Spain,"38808,0000",1,0,3291,125,17,52,3,19,30
1501,1982,Casado_a,Doctorado,USA,"160803,0000",0,0,3431,55,16,1622,17,3,4
10846,1978,Casado_a,Master,Canada,"43783,0000",1,0,2650,327,9,125,25,4,139
8341,1969,Casado_a,Doctorado,Spain,"30396,0000",1,0,2679,15,0,6,0,1,12
10766,1964,Casado_a,Doctorado,Spain,"65526,0000",0,1,2491,397,19,69,12,0,9
9971,1964,Casado_a,Doctorado,Arabia_Saudita,"65526,0000",0,1,2491,397,19,69,12,0,9
1740,1944,Casado_a,Graduado,Spain,"55956,0000",0,0,2614,760,38,104,50,9,38
8737,1978,Divorciado_a,Graduado,Spain,"55563,0000",0,1,2675,29,1,9,2,0,2
6466,1965,Casado_a,Doctorado,Spain,"57236,0000",1,1,2462,105,0,9,2,1,4
10430,1973,Divorciado_a,Graduado,Australia,"89694,0000",1,1,2911,1126,28,211,37,28,42
8773,1971,Convivencia,Master,USA,"57420,0000",0,1,2988,280,0,18,0,0,24
2371,1972,Casado_a,Graduado,Alemania,"33622,0000",1,1,3061,39,1,22,3,4,12
7786,1986,Soltero_a,Doctorado,Spain,"29999,0000",1,0,3120,68,7,59,10,5,11
4088,1962,Convivencia,Doctorado,Spain,"31497,0000",0,1,3366,108,1,28,13,1,4
4971,1962,Convivencia,Doctorado,Arabia_Saudita,"31497,0000",0,1,3366,108,1,28,13,1,4
10560,1980,Soltero_a,Doctorado,Spain,"36802,0000",1,0,2632,16,1,2,0,0,1
6892,1968,Divorciado_a,Graduado,Spain,"61671,0000",0,1,2734,641,7,56,0,0,28
11004,1893,Soltero_a,Graduado,Arabia_Saudita,"60182,0000",0,1,2662,8,0,5,7,0,2
1818,1971,Convivencia,Doctorado,Canada,"29732,0000",1,0,2715,25,0,8,0,1,4
9485,1986,Casado_a,Doctorado,Arabia_Saudita,"45921,0000",0,0,2523,102,9,49,24,3,12
6646,1984,Convivencia,Graduado,Canada,"16529,0000",1,0,2796,3,0,5,13,0,1
4248,1960,Soltero_a,Master,Spain,"98777,0000",0,0,2751,1000,19,711,125,115,38
7451,1960,Soltero_a,Master,Spain,"98777,0000",0,0,2751,1000,19,711,125,115,38
7861,1952,Casado_a,Master,Spain,"77027,0000",0,1,2677,820,57,242,45,0,11
5232,1965,Casado_a,Graduado,Spain,"69139,0000",0,1,2772,86,12,75,33,15,6
3011,1965,Casado_a,Graduado,Arabia_Saudita,"69139,0000",0,1,2772,86,12,75,33,15,6
5758,1982,Casado_a,Graduado,Spain,"65169,0000",0,0,2785,1074,0,69,0,0,46
2173,1952,Viudo_a,Graduado,Spain,"40049,0000",0,1,2875,13,6,7,0,3,3
10711,1945,Casado_a,Graduado,Arabia_Saudita,"69755,0000",0,0,3123,217,77,373,111,23,93
8268,1961,Casado_a,Doctorado,Canada,"52247,2514",0,1,2853,352,0,27,10,0,15
2782,1961,Casado_a,Doctorado,Spain,"54456,0000",0,1,2853,352,0,27,10,0,15
9432,1977,Convivencia,Graduado,Arabia_Saudita,"666666,0000",1,0,3127,9,14,18,8,1,12
5872,1951,Soltero_a,Graduado,USA,"60689,0000",0,1,3158,240,90,216,63,6,24
11187,1978,Soltero_a,Secundario,Canada,"26487,0000",1,0,3024,2,8,10,12,14,23
2428,1970,Casado_a,Graduado,Alemania,"28164,0000",1,0,3069,3,18,26,11,8,12
1726,1970,Soltero_a,Graduado,Spain,"22585,0000",0,0,3087,3,9,15,13,2,39
1802,1971,Casado_a,Graduado,Spain,"64795,0000",0,1,3147,412,5,119,38,29,77
1162,1987,Soltero_a,Doctorado,Spain,"42000,0000",0,0,2890,124,83,267,85,59,35
10643,1987,Soltero_a,Doctorado,Australia,"42000,0000",0,0,2890,124,83,267,85,59,35
11112,1966,Convivencia,Graduado,Spain,"70713,0000",0,1,3458,736,114,279,82,76,190
2114,1946,Soltero_a,Doctorado,USA,"82800,0000",0,0,3201,1006,22,115,59,68,45
4261,1946,Soltero_a,Doctorado,Arabia_Saudita,"82800,0000",0,0,3201,1006,22,115,59,68,45
2457,1975,Casado_a,Secundario,Spain,"30801,0000",0,1,3230,8,4,5,15,2,11
2495,1974,Casado_a,Master,Spain,"83891,0000",0,1,2628,217,38,350,111,85,15
6983,1950,Divorciado_a,Master,India,"38054,0000",1,1,2794,23,2,17,2,1,0
3436,1969,Casado_a,Graduado,Spain,"14045,0000",1,0,2773,11,0,5,2,1,1
7505,1957,Casado_a,Doctorado,Spain,"44155,0000",1,1,2780,22,1,9,0,0,14
4286,1970,Soltero_a,Doctorado,India,"57642,0000",0,1,2555,580,6,58,8,0,27
7224,1977,Casado_a,Graduado,India,"31353,0000",1,1,2801,10,0,10,3,1,7
6215,1977,Casado_a,Graduado,Arabia_Saudita,"31353,0000",1,1,2801,10,0,10,3,1,7
968,1968,Divorciado_a,Master,Australia,"41335,0000",1,0,2804,112,19,21,16,14,5
4096,1968,Divorciado_a,Master,USA,"41335,0000",1,0,2804,112,19,21,16,14,5
3153,1957,Soltero_a,Doctorado,Arabia_Saudita,"40737,0000",2,1,2940,11,0,4,0,0,2
6504,1975,Convivencia,Graduado,Spain,"19789,0000",1,0,2840,2,5,9,28,6,28
5329,1949,Divorciado_a,Doctorado,Australia,"35946,0000",1,1,2894,8,0,3,0,0,0
1175,1983,Casado_a,Master,Spain,"36262,0000",0,0,2901,88,39,54,64,28,153
1377,1954,Viudo_a,Master,Arabia_Saudita,"44551,0000",0,1,2921,182,4,33,0,0,66
4607,1959,Convivencia,Graduado,Spain,"71367,0000",0,0,2929,227,23,389,42,21,75
4944,1959,Convivencia,Graduado,Spain,"71367,0000",0,0,2929,227,23,389,42,21,75
9483,1959,Convivencia,Graduado,Canada,"57957,0000",0,1,2933,290,59,177,77,5,29
1378,1972,Convivencia,Graduado,Arabia_Saudita,"50334,0000",0,1,2959,284,16,160,84,16,134
5991,1949,Casado_a,Master,Alemania,"48150,0000",0,1,2946,173,2,39,3,2,47
2807,1969,Casado_a,Graduado,Spain,"56796,0000",0,1,3117,656,38,161,62,47,37
1052,1969,Casado_a,Graduado,Australia,"56796,0000",0,1,3117,656,38,161,62,47,37
9760,1963,Viudo_a,Doctorado,Arabia_Saudita,"52278,0000",0,1,3139,953,0,71,0,0,174
7101,1963,Viudo_a,Doctorado,Spain,"52278,0000",0,1,3139,953,0,71,0,0,174
9909,1996,Casado_a,Graduado,Australia,"7500,0000",0,0,3275,3,18,14,15,22,50
5907,1952,Casado_a,Master,Spain,"33444,0000",1,1,3459,8,0,8,0,0,2
793,1973,Casado_a,Graduado,Australia,"20895,0000",1,0,3368,18,3,17,3,0,4
8832,1976,Convivencia,Master,Alemania,"37509,0000",1,0,3186,37,5,56,12,8,5
2535,1978,Casado_a,Master,Spain,"88097,0000",1,0,3299,163,0,480,0,126,75
1523,1973,Casado_a,Graduado,Arabia_Saudita,"59041,0000",1,1,2613,69,2,15,2,2,6
1839,1974,Soltero_a,Graduado,India,"43322,0000",0,0,2688,56,7,48,10,2,18
9972,1955,Convivencia,Doctorado,Arabia_Saudita,"46015,0000",1,1,2696,38,0,2,0,0,6
2945,1955,Convivencia,Doctorado,Canada,"46015,0000",1,1,2696,38,0,2,0,0,6
9291,1959,Casado_a,Master,Spain,"34242,0000",0,1,2717,8,2,4,0,0,1
